Week Ending,LineOfBusiness,Type,Prod,Sub Prod,Balance,Accounts,HIER1_CORP_ID,Group,Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Secure Growth Certificate,,7889193,48,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Secure Growth Certificate,,1974099,24,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Secure Growth Certificate,,4415344,46,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Secure Growth Certificate,,3388866,34,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,701039,73,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,1725723,156,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,3271815,273,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,1729195,103,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,2539001,120,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,4290318,132,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,943148,120,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,1576843,97,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,2161197,18,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,240862,22,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,568240,83,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,9347205,182,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,15731696,253,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,2608883,161,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,1004936,148,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Everyday Access Account,,7336818,249,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,254741,27,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,222281,30,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,42554,11,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,130310,10,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,107008,6,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,84708,2,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,101227,15,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,11125,1,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,74189,4,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,101743,1,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,231443,5,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,137716,20,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,325895,30,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,FutureNest Retirement Plan,,49177,8,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,3597279,32,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,1965871,33,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,17772948,124,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,740453,14,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,6589859,93,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,7965817,65,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,5190822,58,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,3148405,20,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,1192041,7,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,891091,13,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,3864417,19,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,13478902,102,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,9245720,82,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,4228758,63,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,5244765,54,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Premium Yield Account,,4834245,89,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,3465069,64,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,4031006,112,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,10075840,251,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,974151,37,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,16783475,151,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,9828506,143,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,8019168,147,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,1831071,39,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,833874,9,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,1860765,20,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,1029968,63,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,7988482,191,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,31028048,203,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,11351675,171,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,2100227,116,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Advantage Interest Account,,11295913,207,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,26667,16,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,154861,49,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,224107,56,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,87700,18,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,127435,53,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,228382,43,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,171967,48,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,38552,9,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,35417,6,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,29315,17,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,170597,29,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,200822,36,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,442078,49,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,35841,25,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,293685,48,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Prime Commercial Lending,Consumer Financial Services,Smart Savings Plan,,184226,33,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Horizon Mortgage Services,Enterprise Growth Unit,Flexi Business Vault,,3031092970,811,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Horizon Mortgage Services,Enterprise Growth Unit,Everyday Access Account,,3351729,17,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Horizon Mortgage Services,Enterprise Growth Unit,Premium Yield Account,,242069185,29,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Horizon Mortgage Services,Consumer Financial Services,Everyday Access Account,,6788,8,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Horizon Mortgage Services,Consumer Financial Services,Premium Yield Account,,2203491,30,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Horizon Mortgage Services,Consumer Financial Services,Smart Savings Plan,,134,2,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Flexi Business Vault,,152389346,1995,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Flexi Business Vault,,224844,1,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Flexi Business Vault,,1060460267,2183,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Flexi Business Vault,,167458154,2255,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Flexi Business Vault,,181401995,2546,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Flexi Business Vault,,1816128,5,GEOGRAPHY,Atlantic Growth Collective,Atlantic Enterprise Network
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Secure Growth Certificate,,49206491,119,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Secure Growth Certificate,,23571884,90,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Secure Growth Certificate,,17416044,44,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Secure Growth Certificate,,18610113,136,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Everyday Access Account,,55744098,2088,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Everyday Access Account,,561,1,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Everyday Access Account,,14493025,391,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Everyday Access Account,,34951870,1427,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Everyday Access Account,,94829103,2981,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Premium Yield Account,,75660049,487,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Premium Yield Account,,306326511,476,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Premium Yield Account,,83585855,387,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Premium Yield Account,,85752916,934,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Advantage Interest Account,,2315427,44,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Advantage Interest Account,,60679864,250,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Advantage Interest Account,,911363,17,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Advantage Interest Account,,4453218,81,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Smart Savings Plan,,1922608,77,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Smart Savings Plan,,686153,15,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Smart Savings Plan,,1965237,78,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Enterprise Growth Unit,Smart Savings Plan,,11439049,129,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Secure Growth Certificate,,26820229,160,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Secure Growth Certificate,,1863338,29,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Secure Growth Certificate,,7091503,21,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Secure Growth Certificate,,15365659,136,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Everyday Access Account,,6536537,562,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Everyday Access Account,,103348,15,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Everyday Access Account,,2720125,274,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Everyday Access Account,,31510192,631,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,FutureNest Retirement Plan,,534133,43,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,FutureNest Retirement Plan,,209,1,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,FutureNest Retirement Plan,,507776,56,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Premium Yield Account,,31658394,230,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Premium Yield Account,,4008310,5,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Premium Yield Account,,12690715,147,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Premium Yield Account,,71719178,270,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Advantage Interest Account,,23607645,519,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Advantage Interest Account,,587,1,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Advantage Interest Account,,598875,13,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Advantage Interest Account,,10050143,342,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Advantage Interest Account,,32147945,671,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Smart Savings Plan,,593662,114,GEOGRAPHY,Horizon Core Group,Coreland Real Estate Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Smart Savings Plan,,501,3,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Smart Savings Plan,,918484,116,GEOGRAPHY,Coastal Prime Group,SunCoast Property Division
27-Feb-22,Allied Financial Solutions,Consumer Financial Services,Smart Savings Plan,,907285,199,GEOGRAPHY,Atlantic Growth Collective,Atlantic Property Group
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,304894612,1273,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,39816598,611,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,61075096,658,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,24975697,199,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,60388080,569,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,89787194,688,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,134722886,1157,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,66716,1,GEOGRAPHY,Coastal Prime Group,SunCoast Enterprise Network
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,46499235,371,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,93873074,652,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,38439190,220,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,63815755,380,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,75093159,433,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,48689773,382,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,88548000,506,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,37135712,427,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,36471793,123,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Flexi Business Vault,,20899942,209,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,20424472,109,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,19079431,124,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,4819249,79,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,10947100,64,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,24447279,114,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,22388016,65,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,41958662,196,GEOGRAPHY,Coastal Prime Group,Lakeside Central Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,12517491,75,GEOGRAPHY,Coastal Prime Group,Northshore Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,23449103,127,GEOGRAPHY,Coastal Prime Group,Coastal Horizon Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,10501385,62,GEOGRAPHY,Coastal Prime Group,Gulfstream Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,18488999,118,GEOGRAPHY,Coastal Prime Group,Bayfront Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,8352541,82,GEOGRAPHY,Atlantic Growth Collective,Piedmont Central Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,1984607,33,GEOGRAPHY,Atlantic Growth Collective,Commonwealth Central Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,14282361,68,GEOGRAPHY,Atlantic Growth Collective,Harborview Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,34800108,226,GEOGRAPHY,Atlantic Growth Collective,Seaside Gateway Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,3975175,17,GEOGRAPHY,Atlantic Growth Collective,Palmetto Metro Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Secure Growth Certificate,,3436613,23,GEOGRAPHY,Atlantic Growth Collective,Blue Ridge Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Everyday Access Account,,153961367,3183,GEOGRAPHY,Horizon Core Group,Metro Capital Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Everyday Access Account,,34455070,1138,GEOGRAPHY,Horizon Core Group,Highland Valley Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Everyday Access Account,,61703068,1790,GEOGRAPHY,Horizon Core Group,Southern Crest Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Everyday Access Account,,17501031,679,GEOGRAPHY,Horizon Core Group,Riverbend Territory
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Everyday Access Account,,35286098,1364,GEOGRAPHY,Horizon Core Group,Harmony Plains Region
27-Feb-22,Summit Private Client Services,Enterprise Growth Unit,Everyday Access Account,,134956523,2543,GEOGRAPHY,Apex Corporate Cluster,Pinnacle Corporate Zone
